,SMILES
609,CC(C)[C@@H](C(=O)NCC(=O)[O-])NC(=O)[C@@H]1CC(=O)N(C1)c1ccc(cc1)OC
610,[C@@]12([C@H]([C@]([C@H](CC2)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(C(=O)O)C)CCC2=C1CC[C@]1([C@H]2CC[C@@H]1[C@@H]([C@@H]([C@@H]([C@H](C(C)C)C)O)O)C)C)C
611,c1ccc2c(c1)c(CC(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)c[nH]2
612,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Oc1c(=O)c2c(cc(c(c2oc1c1ccc(cc1)O)O)OC)O)O)O)O
613,c1c(cc(c(c1O)O)Oc1cc(c(c2c3c(cc(c(c3O)O)O)C(=O)OCC3C(C4C(C(O)O3)OC(=O)c3cc(c(c(c3c3c(cc(c(c3O)O)O)C(=O)O4)O)O)O)OC(=O)c12)O)O)C(=O)O
614,c1(c2c(ccc(c2)C[C@H](CO)O)O)c(O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)ccc(c1)CC=C
615,[C@@]123[C@@H]([C@@]4([C@@](OO2)(C=C3)C[C@H](CC4)OC(=O)c2c(cc(cc2O)OC)CCC)C)CC[C@]2([C@@H]1CC[C@@H]2[C@@H](/C=C/[C@@H](C(C)C)C)C)C
616,[C@@]12([C@]3([C@H]([C@@H](C[C@@H]1[C@]([C@@H](CC2)C(=C)C)(CCC(=O)O)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)OC(=O)C)[C@@H](CC3)[C@](CCC(=C)C(C)C)(O)C)C)C
617,[C@H]12[C@H](OC(=O)C2=C)/C=C(/CC/C=C(\C[C@H]1OC(=O)/C(=C/CO)/COC(=O)C(=C)[C@@H](CO)O)/C)\C
618,[C@@]12([C@]3([C@@H]([C@@H]4[C@@](CC3)(CC[C@H]4C(=C)C)C)CC[C@@H]1[C@@]1([C@@H](CC2)C([C@H](C[C@H]1O)OC(=O)/C=C/c1cc(c(cc1)O)O)(C)C)C)C)C
619,[C@@]12([C@]3(C(=CC[C@@H]1[C@@]1([C@@H](CC2)C([C@H](CC1)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)(C)C)C)[C@H]1[C@](CC3)(C(=O)O)CCC(=C)C1)C)C
620,[C@H]1(c2cc(c(cc2)O)OC)[C@@H](Oc2c(O1)cc(cc2)CCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)OC)O)O)O)CO
621,[C@@H]1([C@@H](Oc2c(O1)cc(cc2)CCCO)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)c1cc(c(cc1)O)OC
622,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O[C@@H]1[C@H](C[C@H]([C@@H](O1)CO)O)O)O)O
623,C[C@H](C[C@H]([C@@H]1C(O1)(C)C)O)C1=C2CC[C@@H]3[C@@]4(C[C@@]5(CC[C@@]([C@H]4C(C5=O)(C)C)(C[C@@]3([C@]2(CC1=O)C)C)[NH2+]C[C@H](C)O)c1cccc(c1)O)C
624,[C@]12([C@@](C(=O)O[C@@H](C2)c2cocc2)(CC[C@@]2([C@H]1CC=C[C@H]2O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)O)C
625,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H](CC4)OC(=O)/C=C/c3ccc(cc3)O)(C)C)C)CC[C@@H]1C1=CC(CC[C@@]1([C@H](C2)O)C)(C)C)C)C
626,CC1(C)C2CC(C3(C)C4=CCC(C5CC(C(C(C)(C)OC)O)OC5O)C4(C)CCC3C2(C)CCC1O)O
627,c12c3c(C(=O)OC[C@@H]4[C@@H](OC(=O)c1cc(c(c2O)O)Oc1c(cc(c(c1O)O)O)C(=O)O)[C@@H]([C@H]([C@@H](O4)O)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)cc(c(c3O)O)O
628,c12c(=O)c(c(oc1cc(cc2O)O)c1cc(c(cc1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CC)O)O)O
629,c1c(cc(c(c1O)O)O)C(=O)OCC1C(C(C(C(O)O1)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)O
630,c1c(cc(cc1O)O)c1c(c(=O)c2c(cc(cc2o1)O)O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O
631,c12c(c(c(c(c2)OC(=O)[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)O)O)c(=O)cc(o1)c1cc(c(cc1)O)O
632,[C@H]1([C@@H](Cc2cc(c(cc2)O)OC)CO[C@H]1O)Cc1cc2c(cc1)OCO2
633,[C@@]12([C@]3([C@H]([C@@]4([C@H](C([C@@H](OC(=O)O)CC4)(C)C)CC3)C)CC[C@@H]1[C@@H]1[C@@](C(=O)O)(CC2)CC[C@H]1C(=C)C)C)C
634,[C@H]1([C@H](c2cc(c(cc2)O)OC)Oc2c1cc(cc2O)CCCO)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
635,COc1cc(ccc1O)C=C1C(=O)N(C(c2ccccc2)C(=O)O)C(=S)S1
636,[C@@]12([C@@H]3[C@]([C@H]4[C@]5([C@H]3C(=O)O)CC(=C)[C@@H](C5)CC4)(C[C@@H]([C@@H]1O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)COC2=O)C
637,COc1cc(ccc1O)CC(CO)c1cc(CCCO)cc(c1OC1C(C(C(C(CO)O1)O)O)O)O
638,C/C(=C\C(C(C(C)(C)OC)O)O)/C1CCC2(C)C1CC(C1C2(C)CCC2C(C)(C)C3(CCC12CO3)O)O
639,c1c(cc(c(c1O)O)O)C(=O)O[C@@H]1COC(=O)c2cc(c(c(c2c2c(cc(c(c2O)O)O)C(=O)O[C@H]1[C@H]1[C@@H]2[C@H](c3c(c(c4c(cc(c(c4O)O)O)C(=O)O1)c(c(c3O)O)O)C(=O)O2)O)O)O)O
640,[C@H]1([C@@H]([C@@H]([C@H]([C@H](O1)CO)O)O)O)Oc1c(c(cc(c1)O)O)C(=O)/C=C/c1cc(c(cc1)O)O
641,[C@@H]12[C@@H]3[C@@H]([C@H](C[C@@H]([C@@H]1C(=O)C=C2CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)OC(=O)C(=C)C)[C@@H](C(=O)O3)C
642,C(/C=C/C(=O)CCc1ccc(c(c1)O)O)Cc1ccc(c(c1)O)O
643,C[C@H]1CCC[C@]2(C1=C[C@H]1[C@@H](C2)OC(=O)[C@@H]1C[N@H+]1CC[C@@H]([C@@H](C1)COc1ccc2c(c1)OCO2)c1ccc(cc1)F)C
644,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC([C@H](CC/C(=C/COc1cc2c(cc1)ccc(=O)o2)/C)O)(C)C
645,[C@@]12([C@@]3([C@](C4=C([C@@]5([C@@H]([C@]([C@H](CC5)O)(CO)C)CC4)C)CC3)(CC2)C)C)OC(=O)[C@@H]([C@H]1C)O
646,c1cc2n(c(=O)c1)C[C@@H]1C[C@H]2CN(C1)/C=C\1/C(=O)N(C(=S)S1)CCCCC(=O)[O-]
647,Cc1n(c2ccccc2[n+]1CC(=O)c1cccc(c1)[N+](=O)[O-])C
648,CNC(=[NH2+])NCc1c(cc2c(c1O)C(=O)c1c(cc(c(c1C2=O)CO)OC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)CCc1ccccc1
649,[C@]1([C@@H](C[C@@](OO1)(C[C@@H](CCCCCC/C=C\c1ccccc1)C)C)C)(CC(=O)OC)O
650,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H](CCc1cc(c(cc1)O)OC)C[C@@H](CCc1ccc(cc1)O)O
651,[C@@H]12[C@@]3([C@H]4[C@@]5([C@H]1C(=O)O)C[C@@H](CC4)C(=C)C5)C[C@H]([C@@H]([C@@]2(C(=O)OC3)C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
652,c1(cc(c(cc1)O)O)/C=C/C(=O)OCCCCCCCCCCCCCCCCCCCC
653,c1(c(c(=O)c2c(o1)cc(cc2O)C)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)c1cc(c(c(c1)O)O)O
654,c12c3c(C(=O)O[C@@H]4[C@@H](OC(=O)c1cc(c(c2O)O)O)[C@H]1[C@H](O[C@H]4O)COC(=O)c2cc(c4c(C(=O)O1)cc(c(c4O)O)O)c(c(c2O)O)O)cc(c(c3O)O)O
655,Cc1ccc2n(c1)cc([n+]2CC(=O)c1cccc(c1)[N+](=O)[O-])C
656,COc1cccc(c1)C(=O)/[NH+]=c\1/c(c(O)c2ccccc2o1)c1ccccc1
657,[C@@]12([C@]3([C@H]([C@@]4([C@H](CC3)C([C@H](CC4)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)(C)C)C)CC=C1[C@@H]1[C@@]([C@H](C2)O)(CCC(C1)(C)C)CO)C)C
658,Cn1cnc2c1nc(nc2NCc1ccccc1)NCCO
659,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OCCCc1cc(c(cc1)O[C@H](Cc1cc(c(cc1)O)OC)CO)O
660,C=C(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)OC(=O)/C=C/c3ccc(c(c3)O)O)[C@@H]12)C(=O)O
661,[C@@]123[C@](C2)([C@@H](CC[C@H]1[C@]1([C@](CC3)([C@H](CC1)[C@@H](CC[C@H](C(=C)C)OO)C)C)C)C(=C)C)CCC(=O)O
662,[C@]12([C@H]([C@@]3([C@H](C[C@H]2O)C([C@@H](CC3)OC(=O)C)(C)C)C)CC[C@@]2(C1=CC[C@H]2[C@@H]1[C@@H](O[C@H](C1)[C@@H](C(O)(C)C)O)O)C)C
663,CCCCC/C=C/C=C/C12OC3C4C5C(CO)(C(C6(C(C=C(C)C6=O)C4(C(C)C(C3(C(=C)C)O1)OC(=O)/C=C/c1ccc(c(c1)OC)O)O2)O)O)O5
664,CC1(C)CCC2(CC=C3C4(C)CCC5C(C)(C)C(CCC5(C)C4CCC3(C)C2C1)OC(=O)/C=C/c1ccc(c(c1)O)O)CO
665,CC1(C)C2CC(=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(=O)C5C34O5)C2(C)C(CC(=O)O1)OC(=O)c1cc(c(c(c1)O)O)O
666,C12=CC(CC[C@]1(C(=O)O)CC[C@]1([C@]3([C@H]([C@@]4([C@@H]([C@@]([C@H](CC4)O)(CO)C)CC3)C)CC[C@H]21)C)C)(C)C
667,C/C=C(\C)/C(=O)OC1C2(C)CC34C5(COC(=O)CC25)C25CCC6(C)C(CC(=O)OC6c6ccoc6)C2(C(C13O)OC(=O)C)OC(C)(O5)O4
668,[C@@H]1([C@H](O[C@](C[C@H]1O)(C(=O)O)O)[C@@H](CO)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O
669,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Sc1nnc(n1c1ccccc1)COc1ccc(cc1)C(C)(C)C)COC(=O)C)OC(=O)C)OC(=O)C
670,[C@@]12([C@H](C[C@](O1)([C@@H](C[C@@H]1[C@@H]([C@@H](C2)OC(=O)/C(=C\C)/C)C(=C)C(=O)O1)COC(=O)C)O)OC(=O)C)C
671,COc1ccc(cc1)C(=O)N/N=C(\c1ccccc1)/c1ccccc1Br
672,C[C@@H]1[C@H](CO[C@@H]1[C@H]([C@](C)([C@H]1CC[C@@]2([C@@]1(CC[C@H]1C2=CC(=O)[C@H]2[C@@]1(CC[C@@H](C2)O)C)C)O)O)O)C1CCCCC1
673,C[C@@H](CCCC(=O)CC(=O)CCc1ccc(c(c1)OC)O)NC(=[NH2+])NC1CCCCC1
674,CC1(C)C2CC(C3(C)C4=CCC(C5CC(C(C(C)(C)OC)O)OC5OC)C4(C)CCC3C2(C)CCC1O)O
675,CC(CC(=O)C(=C)C(C)C(=O)O)C1CCC2(C)C3=C(CC(C12C)O)C1(C)CCC(C(C)(C)C1CC3)O
676,[C@@]12([C@H]([C@H]3[C@]([C@H]([C@@H](C1=C([C@@H](C2)OC(=O)C)C)O)OC(=O)C)([C@H](C[C@@H]1[C@]3(CO1)OC(=O)C)OC(=O)C)C)OC(=O)C)C(O)(C)C
677,C[C@@]12C[C@@H](CC(C1)(C)C)[N@H+](C2)Cc1c(ccc2c1oc(c(c2=O)c1nc2ccccc2s1)N)O
678,[C@@H]12[C@H](OC(=O)c3c(c4c(C(=O)O1)cc(c(c4O)O)O)c(c(c(c3)O)O)O)[C@H](O[C@H]([C@H]2OC(=O)c1cc(Oc2c(cc(c(c2O)O)O)C(=O)O)c(c(c1)O)O)COC(=O)c1cc(c(c(c1)O)O)O)O
679,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]1OC=C([C@@H](CC(=O)OCCc2ccc(c(c2)OC)OC)/C/1=C\C)C(=O)OC)O)O)O)O
680,c1(c(c2cc(c(cc2)O)O)oc2c(c1=O)cc(c(c2)O)O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O
681,c12c(oc(c(c1=O)OC)c1cc(c(cc1)O)O)cc(cc2O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
682,c12c3c(C(=O)O[C@@H]4[C@@H](OC(=O)c1cc(c(c2O)O)O)[C@@H]([C@H](O[C@H]4O)COC(=O)c1cc(c(c(c1)O)O)O)O)cc(c(c3O)O)O
683,[C@]1([C@@H]([C@H](O[C@H]1OC(=O)c1cc(c(c(c1)O)O)O)COC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)(COC(=O)c1cc(c(c(c1)O)O)O)O
684,C(CC[C@H](CCc1ccc(c(c1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)Cc1ccc(c(c1)O)O
685,CC(C)(C1CCC2(C)C=C(CCC2O1)C1CCC2C3(C)CCC(C(C)(C)OC4C(C(C(C(CO)O4)O)O)O)OC3C(CC12C)O)O
686,[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC[C@H](COC(=O)CCCCCCC[C@@H]1[C@@H](C(=O)C=C1)C/C=C\CC)O
687,c1cc(ccc1CCCC[C@H](CCc1ccc(cc1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O
688,C=CCNc1nc(nc(n1)OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F
689,c1(c(cc(cc1OC)/C=C/CO)OC)O[C@H]([C@@H](c1cc(c(cc1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC)O)CO
690,[C@@]123[C@H](C([C@@H](C(=C([C@@H]1O)CCCCCCCC(=O)CCCCCCCCO)C(=O)O)C2)(C)C)CC[C@@H]3C=O
691,[C@@]123[C@@]([C@H]([C@H](C[C@@]2(O)C)OC(=O)c2ccccc2)OC(=O)C)([C@H](C[C@H]([C@H]1OC(=O)C)C(O3)(C)C)OC(=O)c1ccccc1)COC(=O)C
692,[C@H]1([C@H]([C@H](O[C@@H](CCc2cc(c(cc2)O)O)CCCCc2cc(c(cc2)O)O)OC[C@H]1O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
693,CC(=O)OC1CC(C2(C)C3CCC4(C)C(CC(=O)C4C3(C)C(C(C2C1(C)C)OC(=O)C)O)c1ccoc1)OC(=O)C
694,[C@]12([C@@]([C@H]([C@@H](C2)O)[C@@H](C(=O)CCC(OC(=O)C)(C)C)C)(CC[C@@]2([C@H]1CC=C1[C@H]2C[C@@H]([C@@H](C1(C)C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C)C
695,[C@]12([C@](c3c(O2)cc(cc3OC)OC)([C@H](C[C@@H]1c1ccccc1)O)O)c1cc(O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)C)O)OC)OC(=O)C)c(cc1)OC
696,c1(c(c(cc(c1)CCCOC(=O)/C=C/c1ccc(cc1)O)OC)O)OC
697,C/C=C(\C)/CC(C)C(C(C)C1C(C)C(CC2(C(CC(C)C(C(C)C(C(C)/C=C\C=C\C=O)O)O2)O)O1)OC)O
698,c12c3c(C(=O)O[C@@H]4[C@@H](COC(=O)c1cc(c(c2O)O)Oc1c(cc(c(c1O)O)O)C(=O)O)O[C@H]([C@@H]([C@H]4OC(=O)c1cc(c(c(c1)O)O)O)O)O)cc(c(c3O)O)O
699,[C@@]12([C@H]([C@]3([C@H](C[C@@H]2OC(=O)C[C@@H](O)C)[C@@]2([C@@H](CC3)[C@@]([C@@H](OC(=O)C)C)(CCC2)C)C)C)CCC2=C1C(=O)O[C@@H]2C)C
700,CCOC(=O)C(CSSCC(C(=O)OCC)N)N
701,c1cc2n(c(=O)c1)C[C@H]1C[C@@H]2CN(C1)C(=O)CC[C@H]1C(=O)N(C(=O)N1)Cc1ccc2c(c1)OCO2
702,[C@@H]12[C@]([C@H](OC(=O)[C@@H](Cc3ccc(cc3)O)O)CC[C@]2(CO[C@H]2[C@H]([C@@H]([C@@H]([C@H](O2)CO)O)O)O)O)(CC[C@H]([C@@H]1O)C(=C)C(=O)OC)C
703,c1c(cc(c(c1O)O)O)C(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)CO)O
704,CC(C)Cc1cccc(c1)[C@H]1CC[C@@H]2CCC3=C4C[C@H]5C[C@@H]([C@H]([C@@]4([C@]5(CCSSC[C@]42[C@@H]1CNC(=[NH+]4)N)C)CC3=O)CCCO)CO
705,[C@]12([C@]3(C(=CC[C@@H]1[C@]1([C@@H](CC2)C([C@H]([C@@H](C1)O)O)(C)C)C)[C@H]1[C@@](CC3)(CCC([C@@H]1C)(C)C)C(=O)O)C)C
706,C=C(CO)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(C(C)(C5CCC34C)C(=O)O)O)C12
707,CC(C)C[C@@H](C(=O)OCc1ccccc1)N=C(c1c(C(=NCc2ccccc2)O)nc[nH]1)O
708,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H](CC4)OC(=O)/C=C/c3cc(cc(c3)O)O)(C)C)C)CC=C1[C@H]1[C@](CC2)(C(=O)O)CC[C@H]([C@@H]1C)C)C)C
709,[C@@H]1([C@H](c2ccccc2)Oc2ccc(cc2)/C=C\NC(=O)[C@@H](NC1=O)Cc1ccccc1)NC(=O)[C@H]1N(C(=O)/C=C/c2ccccc2)CCC1
710,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)[C@]([C@H](CC4)O)(CO)C)C)CC=C1[C@H]1[C@@]([C@@H](C2)OC(=O)C)([C@@H]([C@H](C(C1)(C)C)O)O)CO)C)C
711,c1c(cc(c(c1O)O)O)C(=O)OC1C2C3C(C(COC(=O)c4cc(c(c(c4c4c(cc(c(c4O)O)O)C(=O)O3)O)O)O)O1)OC(=O)/C(=C\C(=O)O)/C1CC(=O)Oc3c1c(cc(c3O)O)C(=O)O2
712,CC(CC(C(C(C)(C)O)O)O)C1CCC23CC13CCC1C3(C)CCC(C(C)(C)C3CC(C21C)OC(=O)C)O
713,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)Cc1c(=O)c2c(cc(cc2oc1c1cc(c(c(c1)O)O)O)O)O)O)O)O
714,[C@]12([C@@]([C@H]([C@@H](C2)O)[C@H](CCC(=C)C(O)(C)C)C(=O)O)(CCC2=C1CC[C@H]([C@@]2(CCC(=O)O)C)C(=C)C)C)C
715,c12c3c(C(=O)OC[C@@H]4[C@H]([C@H](OC(=O)c2cc(c(c1Oc1c(cc(c(c1O)O)O)C(=O)O)O)O)[C@H]([C@@H](O4)OC(=O)c1cc(c(c(c1)O)O)O)O)O)cc(c(c3O)O)O
716,C/C=C(\CO)/C(=O)OC/C=C(\CO)/C(=O)OC1CC2(C)C(CC=C(C)C2C2C1C(=C)C(=O)O2)O
717,COc1ccc(cc1)c1cncnc1c1ccc(cc1O)OCc1ccccc1Cl
718,[C@@]1([C@H]([C@H](CO1)c1cc(c(cc1)O)OC)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(Cc1cc(c(cc1)O)OC)O
719,[C@@]12([C@H]([C@]([C@@H]([C@@H](C2)O)O)(COC(=O)/C=C/c2cc(c(cc2)O)OC)C)C(=O)C=C2[C@@H]1CC[C@H]1[C@](C2)(CC[C@@H]2[C@@]1(CC[C@H]([C@@]2(CO)C)O)C)C)C
720,[C@]1([C@@H]([C@H]([C@@H](CO1)O)O)O)(Oc1c(c2cc(c(c(c2)O)O)O)oc2c(c1=O)c(cc(c2)O)O)CO
721,[C@]12([C@@]([C@H](C[C@@H]2OC(=O)C)[C@@H]([C@H]2O[C@@H](C(=CC2)C)O)C)(CC=C2C1=CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O)C)C)C
722,Cc1ccc(cc1C)OC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
723,c12c3c(C(=O)O[C@H]([C@@H](OC(=O)c1cc(c(c2O)O)O)[C@H]1[C@H](OC(=O)c2cc(c(c(c2)O)O)O)COC(=O)c2c(c4c(C(=O)O1)cc(c(c4O)O)O)c(c(c(c2)O)O)O)C(O)O)cc(c(c3O)O)O
724,C[C@H]([C@H]1CC[C@H]2[C@H](C3(CCCC3)C[C@]3([C@@]2([C@@H](C1)C[C@@]1([C@@H]3CC[C@]2([C@@]1(C[C@@H]1[C@@H]2C2=CC(=O)O[C@H]2C(=C1)C[NH2+]C)O)C)O)O)C=O)O)C1CCCC1
725,[C@@]1([C@@H](O[C@@H]([C@H]1O)COC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)(COC(=O)c1cc(c(c(c1)O)O)O)O
726,c12c(c(O[C@@H]3[C@H]([C@H]([C@H]([C@@H](O3)C(=O)O)O)O)O)c(cc2O)O)oc(cc1=O)c1cc(c(cc1)O)O
727,c12c3c(C(=O)OC[C@@H]4[C@H]([C@H](OC(=O)c1cc(c(c2O)O)O)[C@H]([C@@H](O4)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)O)cc(c(c3O)O)O
728,[C@@]12([C@]3([C@@H](C2)[C@]2(C[C@@]1(O[C@@H]3O2)C)O)COC(=O)c1ccccc1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)c1cc(c(cc1)O)OC)O)O)O
729,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H]([C@@H](C4)O)OC(=O)/C=C/c3cc(c(cc3)O)O)(C)C)C)CC=C1[C@H]1[C@](CC2)(C(=O)O)CC[C@H]([C@@H]1C)C)C)C
730,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O)O1)O)O)O)O
731,CC(CC1C(C)(C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)O)O)OC(C)(O)O1)C(C)(C)OC(=O)C
732,[C@]12([C@@]([C@H](CC2)[C@@H](C[C@H](C=C(C)C)O)C)(CC[C@@]2([C@H]1[C@H](C=C1[C@H]2CC[C@@H](C1(C)C)OC(=O)CC(=O)O)O)C=O)C)C
733,[C@H]12[C@@H](O1)CCCC/C=C(/C(=O)O[C@H](C[C@H]([C@@H]([C@H](C(=O)C[C@H](C[C@@H](/C(=C/C(=C)C[C@H](C2)C)/C)C)O)O)O)C)C)\C
734,COc1ccc(cc1)n1c(c2CSCc2n1)N=C(c1ccc(cc1)N1C(=O)CCC1=O)O
735,[C@]12([C@@H]([C@](C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)(CCC2)C)CCC(=C)[C@H]1CC(=O)c1cocc1)C
736,[C@@]123[C@@](O2)(C(=O)O[C@H]3/C=C(\CC[C@@H]([C@@]2([C@@H]([C@@H]1O)C(=C)[C@H](C[C@@H]2OC(=O)C)OO)C)OC(=O)C)/C)C
737,CC1CN(c2cc(ccc2O1)Cl)C(=O)CCC(=NCc1ccccc1)O
738,[C@@]12([C@]3([C@@H]([C@]([C@@H](CC3)C(C(=O)OC)(C)C)(CC(=O)O)C)CC=C1[C@H]1[C@@](CC2)(CCC(C1)(C)C)CO)C)C
739,[C@@]12([C@]3(C(=CC[C@@H]1[C@@]1([C@@H](CC2)C([C@@H]([C@@H](C1)OC)O)(C)C)C)[C@H]1[C@](CC3)(C(=O)O)CC[C@H]([C@@H]1C)C)C)C
740,COc1cc(ccc1O)/C=C/C(=O)OCCCc1ccc(c(c1)OC)O[C@@H](COC(=O)/C=C/c1ccc(cc1)O)[C@@H](c1ccc(c(c1)OC)O)OC
741,[C@@]12([C@]3(C(=CC[C@@H]1[C@@]1([C@@H](CC2)[C@@]([C@H](C[C@@H]1O)O)(CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)OC(=O)C)O)OC(=O)C)C)C)[C@H]1[C@@](CC3)(CC[C@](C1)(C(=O)O)C)C)C)C
742,O=P([O-])(OP(O)(OCC1C(O)C(O)C(N2C=NC3=C2NC=NC3=O)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5
743,CC12CC3(C4CC1(C4(COC(=O)c1ccc(c(c1)OC)O)C(O2)O3)OC1C(C(C(C(COC(=O)c2ccccc2)O1)O)O)O)O
744,C=CC(C)(C)c1c(CCN(C)C=O)c2ccc(cc2[nH]1)Br
745,[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)OC(=O)c1cc(c(c(c1)O)O)O)CO)OC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O
746,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Oc1c(=O)c2c(cc(cc2OC)O)oc1c1ccc(c(c1)O)O)O)O)O
747,c12c3c(C(=O)OC[C@@H]4[C@H](OC(=O)c1cc(c(c2O)O)O)[C@H]([C@@H]([C@H](O4)OC(=O)c1cc(c(c(c1)O)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O)cc(c(c3O)O)O
748,[C@@]12([C@]3([C@@H]([C@@H]4[C@@](CC3)(CC[C@H]4[C@H](C(OC)OC)C)C(=O)O)CC[C@@H]1[C@@]1([C@@H](CC2)[C@@]([C@@H](CC1)O)(C(=O)O)C)C)C)C
749,[C@H]1([C@H](O[C@H]([C@@H]([C@H]1O)O)O)COC(=O)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O
