RT,BPI,TIC,Species,Parts
5.148,6843,160018,Alnus_hirsuta_var_sibirica,leaves
5.187,6688,164358,Alnus_hirsuta_var_sibirica,leaves
5.221,6775,186848,Alnus_hirsuta_var_sibirica,leaves
5.255,3580,162046,Alnus_hirsuta_var_sibirica,leaves
5.294,28671,232273,Alnus_hirsuta_var_sibirica,leaves
5.328,12352,186627,Alnus_hirsuta_var_sibirica,leaves
5.368,3600,146586,Alnus_hirsuta_var_sibirica,leaves
5.401,6596,133507,Alnus_hirsuta_var_sibirica,leaves
5.415,6152,136788,Alnus_hirsuta_var_sibirica,leaves
5.428,3559,132125,Alnus_hirsuta_var_sibirica,leaves
5.458,3065,176404,Alnus_hirsuta_var_sibirica,leaves
5.491,3951,134373,Alnus_hirsuta_var_sibirica,leaves
5.515,3712,142048,Alnus_hirsuta_var_sibirica,leaves
5.539,5271,147573,Alnus_hirsuta_var_sibirica,leaves
5.578,1485,143584,Alnus_hirsuta_var_sibirica,leaves
5.582,1728,154813,Alnus_hirsuta_var_sibirica,leaves
5.595,1723,139743,Alnus_hirsuta_var_sibirica,leaves
5.609,1551,138760,Alnus_hirsuta_var_sibirica,leaves
5.623,3217,142843,Alnus_hirsuta_var_sibirica,leaves
5.652,3014,139963,Alnus_hirsuta_var_sibirica,leaves
5.676,5618,149473,Alnus_hirsuta_var_sibirica,leaves
5.699,4265,145558,Alnus_hirsuta_var_sibirica,leaves
5.733,7315,152030,Alnus_hirsuta_var_sibirica,leaves
5.762,5357,140680,Alnus_hirsuta_var_sibirica,leaves
5.786,3312,150690,Alnus_hirsuta_var_sibirica,leaves
5.81,6031,147857,Alnus_hirsuta_var_sibirica,leaves
5.849,3472,126845,Alnus_hirsuta_var_sibirica,leaves
5.872,6952,140655,Alnus_hirsuta_var_sibirica,leaves
5.896,3702,136528,Alnus_hirsuta_var_sibirica,leaves
5.92,1843,140505,Alnus_hirsuta_var_sibirica,leaves
5.959,25475,189029,Alnus_hirsuta_var_sibirica,leaves
5.993,7721,151590,Alnus_hirsuta_var_sibirica,leaves
6.016,2749,143815,Alnus_hirsuta_var_sibirica,leaves
6.056,2078,134580,Alnus_hirsuta_var_sibirica,leaves
6.08,1676,125534,Alnus_hirsuta_var_sibirica,leaves
6.093,1661,128849,Alnus_hirsuta_var_sibirica,leaves
6.107,2315,129252,Alnus_hirsuta_var_sibirica,leaves
6.126,1790,133377,Alnus_hirsuta_var_sibirica,leaves
6.14,1411,136521,Alnus_hirsuta_var_sibirica,leaves
6.143,1551,150413,Alnus_hirsuta_var_sibirica,leaves
6.157,1460,135960,Alnus_hirsuta_var_sibirica,leaves
6.161,1363,146799,Alnus_hirsuta_var_sibirica,leaves
6.164,1913,153540,Alnus_hirsuta_var_sibirica,leaves
6.178,1555,136806,Alnus_hirsuta_var_sibirica,leaves
6.192,1497,131542,Alnus_hirsuta_var_sibirica,leaves
6.195,1837,147515,Alnus_hirsuta_var_sibirica,leaves
6.209,1972,132590,Alnus_hirsuta_var_sibirica,leaves
6.238,1700,123270,Alnus_hirsuta_var_sibirica,leaves
6.252,1706,124048,Alnus_hirsuta_var_sibirica,leaves
6.265,1635,130968,Alnus_hirsuta_var_sibirica,leaves
6.279,3665,145468,Alnus_hirsuta_var_sibirica,leaves
6.303,5551,147048,Alnus_hirsuta_var_sibirica,leaves
6.342,1611,128878,Alnus_hirsuta_var_sibirica,leaves
6.356,1707,134386,Alnus_hirsuta_var_sibirica,leaves
6.369,2898,135543,Alnus_hirsuta_var_sibirica,leaves
6.393,2401,126037,Alnus_hirsuta_var_sibirica,leaves
6.422,1773,129586,Alnus_hirsuta_var_sibirica,leaves
6.436,1689,126747,Alnus_hirsuta_var_sibirica,leaves
6.45,4650,132070,Alnus_hirsuta_var_sibirica,leaves
6.463,8077,148143,Alnus_hirsuta_var_sibirica,leaves
6.487,5908,135732,Alnus_hirsuta_var_sibirica,leaves
6.526,1728,135646,Alnus_hirsuta_var_sibirica,leaves
6.55,1551,127969,Alnus_hirsuta_var_sibirica,leaves
6.563,4497,131194,Alnus_hirsuta_var_sibirica,leaves
6.587,7066,140322,Alnus_hirsuta_var_sibirica,leaves
6.626,5970,151802,Alnus_hirsuta_var_sibirica,leaves
6.66,4592,140087,Alnus_hirsuta_var_sibirica,leaves
6.684,7380,143989,Alnus_hirsuta_var_sibirica,leaves
6.713,38692,212411,Alnus_hirsuta_var_sibirica,leaves
6.747,35808,210029,Alnus_hirsuta_var_sibirica,leaves
6.78,12827,153257,Alnus_hirsuta_var_sibirica,leaves
6.82,2293,133620,Alnus_hirsuta_var_sibirica,leaves
6.844,1459,121609,Alnus_hirsuta_var_sibirica,leaves
6.847,1841,144325,Alnus_hirsuta_var_sibirica,leaves
6.861,1879,125862,Alnus_hirsuta_var_sibirica,leaves
6.874,1450,119026,Alnus_hirsuta_var_sibirica,leaves
6.878,1207,134006,Alnus_hirsuta_var_sibirica,leaves
6.882,1629,136494,Alnus_hirsuta_var_sibirica,leaves
6.901,2124,116817,Alnus_hirsuta_var_sibirica,leaves
6.914,1780,115051,Alnus_hirsuta_var_sibirica,leaves
6.938,1820,114702,Alnus_hirsuta_var_sibirica,leaves
6.952,1626,119324,Alnus_hirsuta_var_sibirica,leaves
6.965,2685,125454,Alnus_hirsuta_var_sibirica,leaves
7.005,22596,170817,Alnus_hirsuta_var_sibirica,leaves
7.028,17909,154376,Alnus_hirsuta_var_sibirica,leaves
7.052,7618,132396,Alnus_hirsuta_var_sibirica,leaves
7.075,3170,127057,Alnus_hirsuta_var_sibirica,leaves
7.105,5038,144316,Alnus_hirsuta_var_sibirica,leaves
7.139,20476,176526,Alnus_hirsuta_var_sibirica,leaves
7.172,8418,147305,Alnus_hirsuta_var_sibirica,leaves
7.212,6935,145350,Alnus_hirsuta_var_sibirica,leaves
7.245,5048,132505,Alnus_hirsuta_var_sibirica,leaves
7.259,6005,124021,Alnus_hirsuta_var_sibirica,leaves
7.278,9406,135485,Alnus_hirsuta_var_sibirica,leaves
7.312,5315,135017,Alnus_hirsuta_var_sibirica,leaves
7.346,10897,128896,Alnus_hirsuta_var_sibirica,leaves
7.359,7894,125071,Alnus_hirsuta_var_sibirica,leaves
7.389,2290,114901,Alnus_hirsuta_var_sibirica,leaves
7.412,1782,118532,Alnus_hirsuta_var_sibirica,leaves
7.426,1474,107885,Alnus_hirsuta_var_sibirica,leaves
7.429,1912,128408,Alnus_hirsuta_var_sibirica,leaves
7.443,1774,111308,Alnus_hirsuta_var_sibirica,leaves
7.456,2100,113642,Alnus_hirsuta_var_sibirica,leaves
7.476,23865,163772,Alnus_hirsuta_var_sibirica,leaves
7.51,52424,249653,Alnus_hirsuta_var_sibirica,leaves
7.543,23987,155379,Alnus_hirsuta_var_sibirica,leaves
7.583,5207,113226,Alnus_hirsuta_var_sibirica,leaves
7.606,5275,111054,Alnus_hirsuta_var_sibirica,leaves
7.64,12357,135808,Alnus_hirsuta_var_sibirica,leaves
7.679,5103,123056,Alnus_hirsuta_var_sibirica,leaves
7.713,1821,117481,Alnus_hirsuta_var_sibirica,leaves
7.752,3367,116029,Alnus_hirsuta_var_sibirica,leaves
7.776,1876,106083,Alnus_hirsuta_var_sibirica,leaves
7.8,1718,100614,Alnus_hirsuta_var_sibirica,leaves
7.813,2028,107195,Alnus_hirsuta_var_sibirica,leaves
7.827,1865,107018,Alnus_hirsuta_var_sibirica,leaves
7.846,2002,132844,Alnus_hirsuta_var_sibirica,leaves
7.86,2002,107482,Alnus_hirsuta_var_sibirica,leaves
7.873,2065,110500,Alnus_hirsuta_var_sibirica,leaves
7.887,2158,112251,Alnus_hirsuta_var_sibirica,leaves
7.92,2402,108401,Alnus_hirsuta_var_sibirica,leaves
7.96,12332,137151,Alnus_hirsuta_var_sibirica,leaves
7.993,31688,167219,Alnus_hirsuta_var_sibirica,leaves
8.027,15959,149843,Alnus_hirsuta_var_sibirica,leaves
8.066,4167,112851,Alnus_hirsuta_var_sibirica,leaves
8.09,1946,104911,Alnus_hirsuta_var_sibirica,leaves
8.114,1835,99253,Alnus_hirsuta_var_sibirica,leaves
8.133,1634,97323,Alnus_hirsuta_var_sibirica,leaves
8.147,1749,97044,Alnus_hirsuta_var_sibirica,leaves
8.16,1827,100992,Alnus_hirsuta_var_sibirica,leaves
8.174,2190,102636,Alnus_hirsuta_var_sibirica,leaves
8.197,4421,99496,Alnus_hirsuta_var_sibirica,leaves
8.227,3632,132467,Alnus_hirsuta_var_sibirica,leaves
8.25,2366,103135,Alnus_hirsuta_var_sibirica,leaves
8.274,2124,103586,Alnus_hirsuta_var_sibirica,leaves
8.297,1720,96647,Alnus_hirsuta_var_sibirica,leaves
8.311,1699,95221,Alnus_hirsuta_var_sibirica,leaves
8.34,1505,98582,Alnus_hirsuta_var_sibirica,leaves
8.354,1758,97057,Alnus_hirsuta_var_sibirica,leaves
8.367,2164,97533,Alnus_hirsuta_var_sibirica,leaves
8.381,1800,98802,Alnus_hirsuta_var_sibirica,leaves
8.395,2685,97925,Alnus_hirsuta_var_sibirica,leaves
8.434,26365,144174,Alnus_hirsuta_var_sibirica,leaves
8.468,25876,145902,Alnus_hirsuta_var_sibirica,leaves
8.501,8459,103198,Alnus_hirsuta_var_sibirica,leaves
8.531,3146,99949,Alnus_hirsuta_var_sibirica,leaves
8.564,1493,100140,Alnus_hirsuta_var_sibirica,leaves
8.568,1740,98079,Alnus_hirsuta_var_sibirica,leaves
8.591,4942,99464,Alnus_hirsuta_var_sibirica,leaves
8.621,9060,114055,Alnus_hirsuta_var_sibirica,leaves
8.644,4307,105028,Alnus_hirsuta_var_sibirica,leaves
8.668,2329,93096,Alnus_hirsuta_var_sibirica,leaves
8.707,1704,87131,Alnus_hirsuta_var_sibirica,leaves
8.721,1772,86541,Alnus_hirsuta_var_sibirica,leaves
8.734,2114,88543,Alnus_hirsuta_var_sibirica,leaves
8.748,1987,88469,Alnus_hirsuta_var_sibirica,leaves
8.761,1874,91506,Alnus_hirsuta_var_sibirica,leaves
8.775,1662,87419,Alnus_hirsuta_var_sibirica,leaves
8.788,1534,88478,Alnus_hirsuta_var_sibirica,leaves
8.818,2011,85957,Alnus_hirsuta_var_sibirica,leaves
8.831,2582,85777,Alnus_hirsuta_var_sibirica,leaves
8.845,2906,91065,Alnus_hirsuta_var_sibirica,leaves
8.878,6143,105261,Alnus_hirsuta_var_sibirica,leaves
8.918,6645,96129,Alnus_hirsuta_var_sibirica,leaves
8.942,7283,99845,Alnus_hirsuta_var_sibirica,leaves
8.965,5053,92356,Alnus_hirsuta_var_sibirica,leaves
8.995,2022,83052,Alnus_hirsuta_var_sibirica,leaves
9.018,5352,89669,Alnus_hirsuta_var_sibirica,leaves
9.042,7876,91424,Alnus_hirsuta_var_sibirica,leaves
9.065,4196,89314,Alnus_hirsuta_var_sibirica,leaves
9.095,10111,96313,Alnus_hirsuta_var_sibirica,leaves
9.118,17189,105562,Alnus_hirsuta_var_sibirica,leaves
9.142,8952,92503,Alnus_hirsuta_var_sibirica,leaves
9.165,3661,81833,Alnus_hirsuta_var_sibirica,leaves
9.194,2583,86439,Alnus_hirsuta_var_sibirica,leaves
9.208,1934,77693,Alnus_hirsuta_var_sibirica,leaves
9.222,1841,87773,Alnus_hirsuta_var_sibirica,leaves
9.235,3014,89773,Alnus_hirsuta_var_sibirica,leaves
9.259,3915,92684,Alnus_hirsuta_var_sibirica,leaves
9.288,3044,85378,Alnus_hirsuta_var_sibirica,leaves
9.312,1914,77984,Alnus_hirsuta_var_sibirica,leaves
9.325,1783,84259,Alnus_hirsuta_var_sibirica,leaves
9.339,1869,76876,Alnus_hirsuta_var_sibirica,leaves
9.352,1862,81542,Alnus_hirsuta_var_sibirica,leaves
9.372,2478,105713,Alnus_hirsuta_var_sibirica,leaves
9.395,3107,84435,Alnus_hirsuta_var_sibirica,leaves
9.429,2031,80861,Alnus_hirsuta_var_sibirica,leaves
9.452,1755,81396,Alnus_hirsuta_var_sibirica,leaves
9.472,2379,81696,Alnus_hirsuta_var_sibirica,leaves
9.495,2415,80779,Alnus_hirsuta_var_sibirica,leaves
9.509,1935,81232,Alnus_hirsuta_var_sibirica,leaves
9.542,2303,79674,Alnus_hirsuta_var_sibirica,leaves
9.562,2104,95872,Alnus_hirsuta_var_sibirica,leaves
9.575,1716,77244,Alnus_hirsuta_var_sibirica,leaves
9.589,2147,81938,Alnus_hirsuta_var_sibirica,leaves
9.602,1908,80565,Alnus_hirsuta_var_sibirica,leaves
9.616,2300,79838,Alnus_hirsuta_var_sibirica,leaves
9.639,2624,84371,Alnus_hirsuta_var_sibirica,leaves
9.679,14327,96443,Alnus_hirsuta_var_sibirica,leaves
9.702,10067,86372,Alnus_hirsuta_var_sibirica,leaves
9.726,4219,79218,Alnus_hirsuta_var_sibirica,leaves
9.755,2538,78306,Alnus_hirsuta_var_sibirica,leaves
9.779,1993,75344,Alnus_hirsuta_var_sibirica,leaves
9.792,1575,78491,Alnus_hirsuta_var_sibirica,leaves
9.806,1749,80283,Alnus_hirsuta_var_sibirica,leaves
9.819,1851,76952,Alnus_hirsuta_var_sibirica,leaves
9.849,2349,91434,Alnus_hirsuta_var_sibirica,leaves
9.872,1880,69786,Alnus_hirsuta_var_sibirica,leaves
9.886,2183,70517,Alnus_hirsuta_var_sibirica,leaves
9.899,2131,72490,Alnus_hirsuta_var_sibirica,leaves
9.913,1890,74381,Alnus_hirsuta_var_sibirica,leaves
9.926,1675,74427,Alnus_hirsuta_var_sibirica,leaves
9.946,2144,95349,Alnus_hirsuta_var_sibirica,leaves
9.959,1539,75055,Alnus_hirsuta_var_sibirica,leaves
9.973,1891,76488,Alnus_hirsuta_var_sibirica,leaves
9.986,1464,79498,Alnus_hirsuta_var_sibirica,leaves
9.99,1639,86695,Alnus_hirsuta_var_sibirica,leaves
10.003,1959,82932,Alnus_hirsuta_var_sibirica,leaves
10.027,9217,85674,Alnus_hirsuta_var_sibirica,leaves
10.056,18565,105153,Alnus_hirsuta_var_sibirica,leaves
10.09,9138,82316,Alnus_hirsuta_var_sibirica,leaves
10.113,3669,75722,Alnus_hirsuta_var_sibirica,leaves
10.153,2087,73727,Alnus_hirsuta_var_sibirica,leaves
10.166,2448,70382,Alnus_hirsuta_var_sibirica,leaves
10.18,1942,67869,Alnus_hirsuta_var_sibirica,leaves
10.193,2255,69348,Alnus_hirsuta_var_sibirica,leaves
10.207,1668,71527,Alnus_hirsuta_var_sibirica,leaves
10.236,2058,74159,Alnus_hirsuta_var_sibirica,leaves
10.26,2192,74175,Alnus_hirsuta_var_sibirica,leaves
10.273,1933,69958,Alnus_hirsuta_var_sibirica,leaves
10.287,2398,72529,Alnus_hirsuta_var_sibirica,leaves
10.3,1530,70742,Alnus_hirsuta_var_sibirica,leaves
10.314,2039,72142,Alnus_hirsuta_var_sibirica,leaves
10.333,1863,76349,Alnus_hirsuta_var_sibirica,leaves
10.356,1934,67659,Alnus_hirsuta_var_sibirica,leaves
10.39,1698,67772,Alnus_hirsuta_var_sibirica,leaves
10.403,1748,68960,Alnus_hirsuta_var_sibirica,leaves
10.433,1916,70567,Alnus_hirsuta_var_sibirica,leaves
10.446,1968,73132,Alnus_hirsuta_var_sibirica,leaves
10.48,2020,72697,Alnus_hirsuta_var_sibirica,leaves
10.493,1700,72132,Alnus_hirsuta_var_sibirica,leaves
10.533,6888,107516,Alnus_hirsuta_var_sibirica,leaves
10.566,5090,98590,Alnus_hirsuta_var_sibirica,leaves
10.59,2046,80632,Alnus_hirsuta_var_sibirica,leaves
10.603,1999,79432,Alnus_hirsuta_var_sibirica,leaves
10.623,1963,73073,Alnus_hirsuta_var_sibirica,leaves
10.636,1764,72905,Alnus_hirsuta_var_sibirica,leaves
10.66,1716,78338,Alnus_hirsuta_var_sibirica,leaves
10.673,2368,86322,Alnus_hirsuta_var_sibirica,leaves
10.713,1993,80336,Alnus_hirsuta_var_sibirica,leaves
10.746,1679,71798,Alnus_hirsuta_var_sibirica,leaves
10.76,2021,73439,Alnus_hirsuta_var_sibirica,leaves
10.773,2363,71643,Alnus_hirsuta_var_sibirica,leaves
10.797,23493,103405,Alnus_hirsuta_var_sibirica,leaves
10.836,45972,141192,Alnus_hirsuta_var_sibirica,leaves
10.87,18107,93911,Alnus_hirsuta_var_sibirica,leaves
10.909,6358,74645,Alnus_hirsuta_var_sibirica,leaves
10.933,3295,74489,Alnus_hirsuta_var_sibirica,leaves
10.956,1884,71074,Alnus_hirsuta_var_sibirica,leaves
10.97,2076,70151,Alnus_hirsuta_var_sibirica,leaves
10.999,1965,69404,Alnus_hirsuta_var_sibirica,leaves
11.023,2126,69288,Alnus_hirsuta_var_sibirica,leaves
11.046,1819,70992,Alnus_hirsuta_var_sibirica,leaves
11.07,2172,74922,Alnus_hirsuta_var_sibirica,leaves
11.109,2115,70031,Alnus_hirsuta_var_sibirica,leaves
11.123,1276,65326,Alnus_hirsuta_var_sibirica,leaves
11.126,1926,69887,Alnus_hirsuta_var_sibirica,leaves
11.14,1670,68391,Alnus_hirsuta_var_sibirica,leaves
11.153,2046,66745,Alnus_hirsuta_var_sibirica,leaves
11.167,1921,68940,Alnus_hirsuta_var_sibirica,leaves
11.186,1919,84684,Alnus_hirsuta_var_sibirica,leaves
11.21,1820,67871,Alnus_hirsuta_var_sibirica,leaves
11.223,1947,70774,Alnus_hirsuta_var_sibirica,leaves
11.237,2238,68689,Alnus_hirsuta_var_sibirica,leaves
11.25,1982,65002,Alnus_hirsuta_var_sibirica,leaves
11.264,2375,67047,Alnus_hirsuta_var_sibirica,leaves
11.293,1783,70565,Alnus_hirsuta_var_sibirica,leaves
11.316,2014,64877,Alnus_hirsuta_var_sibirica,leaves
11.33,1737,66713,Alnus_hirsuta_var_sibirica,leaves
11.353,1944,64651,Alnus_hirsuta_var_sibirica,leaves
11.383,1673,64110,Alnus_hirsuta_var_sibirica,leaves
11.396,2023,68312,Alnus_hirsuta_var_sibirica,leaves
11.41,1700,67167,Alnus_hirsuta_var_sibirica,leaves
11.433,1836,63165,Alnus_hirsuta_var_sibirica,leaves
11.447,1674,69419,Alnus_hirsuta_var_sibirica,leaves
11.46,1901,68946,Alnus_hirsuta_var_sibirica,leaves
11.49,1932,69828,Alnus_hirsuta_var_sibirica,leaves
11.513,1538,68328,Alnus_hirsuta_var_sibirica,leaves
11.527,1655,66960,Alnus_hirsuta_var_sibirica,leaves
11.55,1792,64309,Alnus_hirsuta_var_sibirica,leaves
11.579,2380,67951,Alnus_hirsuta_var_sibirica,leaves
11.593,1778,62162,Alnus_hirsuta_var_sibirica,leaves
11.606,2000,59624,Alnus_hirsuta_var_sibirica,leaves
11.63,1763,65179,Alnus_hirsuta_var_sibirica,leaves
11.653,1770,65707,Alnus_hirsuta_var_sibirica,leaves
11.683,1995,67722,Alnus_hirsuta_var_sibirica,leaves
11.706,1781,65056,Alnus_hirsuta_var_sibirica,leaves
11.72,1906,68527,Alnus_hirsuta_var_sibirica,leaves
11.743,2192,62794,Alnus_hirsuta_var_sibirica,leaves
11.773,1661,65206,Alnus_hirsuta_var_sibirica,leaves
11.796,2313,66130,Alnus_hirsuta_var_sibirica,leaves
11.82,1447,67478,Alnus_hirsuta_var_sibirica,leaves
11.823,1555,71078,Alnus_hirsuta_var_sibirica,leaves
11.837,1538,68432,Alnus_hirsuta_var_sibirica,leaves
11.856,1721,83193,Alnus_hirsuta_var_sibirica,leaves
11.88,1777,69870,Alnus_hirsuta_var_sibirica,leaves
11.903,2182,67305,Alnus_hirsuta_var_sibirica,leaves
11.916,1966,65096,Alnus_hirsuta_var_sibirica,leaves
11.94,1689,62418,Alnus_hirsuta_var_sibirica,leaves
11.969,1922,66689,Alnus_hirsuta_var_sibirica,leaves
11.983,1928,65905,Alnus_hirsuta_var_sibirica,leaves
11.996,1906,64013,Alnus_hirsuta_var_sibirica,leaves
12.02,1560,63332,Alnus_hirsuta_var_sibirica,leaves
12.05,1695,61063,Alnus_hirsuta_var_sibirica,leaves
12.074,1937,59546,Alnus_hirsuta_var_sibirica,leaves
12.088,2012,60212,Alnus_hirsuta_var_sibirica,leaves
12.102,1832,63156,Alnus_hirsuta_var_sibirica,leaves
12.115,1770,67048,Alnus_hirsuta_var_sibirica,leaves
12.156,5249,74477,Alnus_hirsuta_var_sibirica,leaves
12.179,2444,67815,Alnus_hirsuta_var_sibirica,leaves
12.203,1722,62754,Alnus_hirsuta_var_sibirica,leaves
12.217,2006,62051,Alnus_hirsuta_var_sibirica,leaves
12.247,2162,60509,Alnus_hirsuta_var_sibirica,leaves
12.271,2041,62333,Alnus_hirsuta_var_sibirica,leaves
12.295,2096,60397,Alnus_hirsuta_var_sibirica,leaves
12.308,1906,67161,Alnus_hirsuta_var_sibirica,leaves
12.338,1939,78300,Alnus_hirsuta_var_sibirica,leaves
12.362,1788,63324,Alnus_hirsuta_var_sibirica,leaves
12.386,1721,64404,Alnus_hirsuta_var_sibirica,leaves
12.409,2102,61441,Alnus_hirsuta_var_sibirica,leaves
12.439,1989,59034,Alnus_hirsuta_var_sibirica,leaves
12.452,1478,60119,Alnus_hirsuta_var_sibirica,leaves
12.456,2557,71613,Alnus_hirsuta_var_sibirica,leaves
12.489,26096,125315,Alnus_hirsuta_var_sibirica,leaves
12.513,20286,109724,Alnus_hirsuta_var_sibirica,leaves
12.542,9847,76649,Alnus_hirsuta_var_sibirica,leaves
12.556,5545,68233,Alnus_hirsuta_var_sibirica,leaves
12.579,2191,63315,Alnus_hirsuta_var_sibirica,leaves
12.603,2322,65944,Alnus_hirsuta_var_sibirica,leaves
12.616,1599,61334,Alnus_hirsuta_var_sibirica,leaves
12.635,2432,66104,Alnus_hirsuta_var_sibirica,leaves
12.659,3775,68590,Alnus_hirsuta_var_sibirica,leaves
12.682,2615,64035,Alnus_hirsuta_var_sibirica,leaves
12.706,1658,61488,Alnus_hirsuta_var_sibirica,leaves
12.725,1415,62989,Alnus_hirsuta_var_sibirica,leaves
12.729,1595,69994,Alnus_hirsuta_var_sibirica,leaves
12.742,1850,64052,Alnus_hirsuta_var_sibirica,leaves
12.756,1503,65285,Alnus_hirsuta_var_sibirica,leaves
12.769,1630,63740,Alnus_hirsuta_var_sibirica,leaves
12.783,1563,65553,Alnus_hirsuta_var_sibirica,leaves
12.796,1895,65579,Alnus_hirsuta_var_sibirica,leaves
12.81,1364,64426,Alnus_hirsuta_var_sibirica,leaves
12.819,2108,75281,Alnus_hirsuta_var_sibirica,leaves
12.843,1632,60477,Alnus_hirsuta_var_sibirica,leaves
12.866,1835,62902,Alnus_hirsuta_var_sibirica,leaves
12.89,1765,58034,Alnus_hirsuta_var_sibirica,leaves
12.919,1615,62286,Alnus_hirsuta_var_sibirica,leaves
12.942,1765,64014,Alnus_hirsuta_var_sibirica,leaves
12.956,1439,59900,Alnus_hirsuta_var_sibirica,leaves
12.959,1483,66216,Alnus_hirsuta_var_sibirica,leaves
12.963,1922,65842,Alnus_hirsuta_var_sibirica,leaves
12.976,1660,60924,Alnus_hirsuta_var_sibirica,leaves
12.99,1776,62629,Alnus_hirsuta_var_sibirica,leaves
13.003,1681,60838,Alnus_hirsuta_var_sibirica,leaves
13.033,1669,64587,Alnus_hirsuta_var_sibirica,leaves
13.046,1414,65890,Alnus_hirsuta_var_sibirica,leaves
13.05,2017,69042,Alnus_hirsuta_var_sibirica,leaves
13.073,1510,68820,Alnus_hirsuta_var_sibirica,leaves
13.087,1539,65395,Alnus_hirsuta_var_sibirica,leaves
13.1,1574,68666,Alnus_hirsuta_var_sibirica,leaves
13.12,1260,67155,Alnus_hirsuta_var_sibirica,leaves
13.123,1752,71831,Alnus_hirsuta_var_sibirica,leaves
13.137,1949,67818,Alnus_hirsuta_var_sibirica,leaves
13.16,2189,65728,Alnus_hirsuta_var_sibirica,leaves
13.174,1314,59963,Alnus_hirsuta_var_sibirica,leaves
13.177,2044,70129,Alnus_hirsuta_var_sibirica,leaves
13.191,1531,62362,Alnus_hirsuta_var_sibirica,leaves
13.21,1723,68596,Alnus_hirsuta_var_sibirica,leaves
13.223,1730,66674,Alnus_hirsuta_var_sibirica,leaves
13.247,2782,74247,Alnus_hirsuta_var_sibirica,leaves
13.28,1720,65967,Alnus_hirsuta_var_sibirica,leaves
13.294,1684,65141,Alnus_hirsuta_var_sibirica,leaves
13.313,1878,65282,Alnus_hirsuta_var_sibirica,leaves
13.337,1711,67056,Alnus_hirsuta_var_sibirica,leaves
13.36,3779,71125,Alnus_hirsuta_var_sibirica,leaves
13.374,4138,70461,Alnus_hirsuta_var_sibirica,leaves
13.387,3601,64831,Alnus_hirsuta_var_sibirica,leaves
13.407,1786,60212,Alnus_hirsuta_var_sibirica,leaves
13.43,1492,65611,Alnus_hirsuta_var_sibirica,leaves
13.434,1652,71356,Alnus_hirsuta_var_sibirica,leaves
13.457,1589,64834,Alnus_hirsuta_var_sibirica,leaves
13.471,1609,69050,Alnus_hirsuta_var_sibirica,leaves
13.484,3371,65888,Alnus_hirsuta_var_sibirica,leaves
13.503,4721,72314,Alnus_hirsuta_var_sibirica,leaves
13.527,3247,72570,Alnus_hirsuta_var_sibirica,leaves
13.55,1252,65290,Alnus_hirsuta_var_sibirica,leaves
13.554,1713,77215,Alnus_hirsuta_var_sibirica,leaves
13.577,1482,66312,Alnus_hirsuta_var_sibirica,leaves
13.581,1680,68117,Alnus_hirsuta_var_sibirica,leaves
13.6,1967,63270,Alnus_hirsuta_var_sibirica,leaves
13.624,1611,62566,Alnus_hirsuta_var_sibirica,leaves
13.637,1883,62184,Alnus_hirsuta_var_sibirica,leaves
13.661,1308,60628,Alnus_hirsuta_var_sibirica,leaves
13.664,1563,62499,Alnus_hirsuta_var_sibirica,leaves
13.678,1401,61017,Alnus_hirsuta_var_sibirica,leaves
13.681,1639,63439,Alnus_hirsuta_var_sibirica,leaves
13.701,1749,62968,Alnus_hirsuta_var_sibirica,leaves
13.714,1370,59280,Alnus_hirsuta_var_sibirica,leaves
13.718,1718,66772,Alnus_hirsuta_var_sibirica,leaves
13.741,1965,65877,Alnus_hirsuta_var_sibirica,leaves
13.765,1514,58821,Alnus_hirsuta_var_sibirica,leaves
13.778,1915,62629,Alnus_hirsuta_var_sibirica,leaves
13.797,3285,68420,Alnus_hirsuta_var_sibirica,leaves
13.811,7304,77166,Alnus_hirsuta_var_sibirica,leaves
13.834,17754,105482,Alnus_hirsuta_var_sibirica,leaves
13.868,9738,84824,Alnus_hirsuta_var_sibirica,leaves
13.907,2741,72100,Alnus_hirsuta_var_sibirica,leaves
13.941,1909,65450,Alnus_hirsuta_var_sibirica,leaves
13.964,1442,65171,Alnus_hirsuta_var_sibirica,leaves
13.968,1697,67512,Alnus_hirsuta_var_sibirica,leaves
13.987,1928,70679,Alnus_hirsuta_var_sibirica,leaves
14.021,2574,63832,Alnus_hirsuta_var_sibirica,leaves
14.054,1576,61685,Alnus_hirsuta_var_sibirica,leaves
14.084,1412,60741,Alnus_hirsuta_var_sibirica,leaves
14.087,1734,67196,Alnus_hirsuta_var_sibirica,leaves
14.101,1492,66359,Alnus_hirsuta_var_sibirica,leaves
14.104,1620,73271,Alnus_hirsuta_var_sibirica,leaves
14.118,2303,71647,Alnus_hirsuta_var_sibirica,leaves
14.151,2342,72247,Alnus_hirsuta_var_sibirica,leaves
14.19,1531,63561,Alnus_hirsuta_var_sibirica,leaves
14.204,2429,65601,Alnus_hirsuta_var_sibirica,leaves
14.227,1997,61703,Alnus_hirsuta_var_sibirica,leaves
14.241,1724,59127,Alnus_hirsuta_var_sibirica,leaves
14.27,1787,66908,Alnus_hirsuta_var_sibirica,leaves
14.284,5977,76454,Alnus_hirsuta_var_sibirica,leaves
14.317,21856,111164,Alnus_hirsuta_var_sibirica,leaves
